test_ids,Category,Sub_category
2015_7_11339_1001,2,15
2015_7_1134_1001,3,18
2015_7_11340_1001,3,18
2015_7_11341_1001,4,17
2015_7_11343_1001,1,8
2015_7_11345_1001,4,17
2015_7_11348_1001,2,16
2015_7_11349_1001,2,16
2015_7_1135_1001,1,19
2015_7_11350_1001,3,18
2015_7_11351_1001,3,11
2015_7_11352_1001,4,9
2015_7_11355_1001,4,9
2015_7_11356_1001,4,12
2015_7_11358_1001,3,18
2015_7_11359_1001,4,17
2015_7_11361_1001,4,9
2015_7_11364_1001,1,19
2015_7_11366_1001,4,17
2015_7_11368_1001,0,10
2015_7_11369_1001,0,14
2015_7_1137_1001,1,19
2015_7_11370_1001,3,6
2015_7_11371_1001,3,11
2015_7_11372_1001,4,17
2015_7_11373_1001,4,17
2015_7_11374_1001,2,7
2015_7_11377_1001,3,18
2015_7_11379_1001,4,17
2015_7_11383_1001,2,15
2015_7_11384_1001,2,7
2015_7_11385_1001,0,10
2015_7_11386_1001,1,8
2015_7_11387_1001,1,19
2015_7_11389_1001,2,16
2015_7_1139_1001,0,10
2015_7_11390_1001,1,19
2015_7_11391_1001,3,11
2015_7_11392_1001,2,15
2015_7_11393_1001,3,18
2015_7_11394_1001,3,18
2015_7_11395_1001,3,11
2015_7_11396_1001,4,13
2015_7_11397_1001,3,18
2015_7_11399_1001,2,16
2015_7_114_1001,4,13
2015_7_11400_1001,2,16
2015_7_11405_1001,3,18
2015_7_11406_1001,4,17
2015_7_1141_1001,2,16
2015_7_11410_1001,4,17
2015_7_11412_1001,0,10
2015_7_11413_1001,1,8
2015_7_11415_1001,4,17
2015_7_11417_1001,1,19
2015_7_1142_1001,4,17
2015_7_11420_1001,3,5
2015_7_11421_1001,4,13
2015_7_11422_1001,2,16
2015_7_11423_1001,3,18
2015_7_11424_1001,4,17
2015_7_11426_1001,2,15
2015_7_1143_1001,2,16
2015_7_11430_1001,2,15
2015_7_11431_1001,1,19
2015_7_11433_1001,2,16
2015_7_11435_1001,4,17
2015_7_11437_1001,3,18
2015_7_11438_1001,3,6
2015_7_1144_1001,4,12
2015_7_11441_1001,1,19
2015_7_11443_1001,2,15
2015_7_11446_1001,4,13
2015_7_11450_1001,3,18
2015_7_11452_1001,2,15
2015_7_11453_1001,3,18
2015_7_11455_1001,4,12
2015_7_11456_1001,1,19
2015_7_11458_1001,4,17
2015_7_11459_1001,2,16
2015_7_11461_1001,2,16
2015_7_11463_1001,3,18
2015_7_11464_1001,3,18
2015_7_11465_1001,3,18
2015_7_11466_1001,2,7
2015_7_11467_1001,1,19
2015_7_11468_1001,1,19
2015_7_1147_1001,1,19
2015_7_11470_1001,4,17
2015_7_11472_1001,4,17
2015_7_11476_1001,4,17
2015_7_11478_1001,3,18
2015_7_1148_1001,2,16
2015_7_11481_1001,3,18
2015_7_11482_1001,0,14
2015_7_11485_1001,4,13
2015_7_11489_1001,4,17
2015_7_1149_1001,3,11
2015_7_11493_1001,3,4
2015_7_11499_1001,3,18
2015_7_1150_1001,2,15
2015_7_11501_1001,1,19
2015_7_11502_1001,0,14
2015_7_11503_1001,0,10
2015_7_11505_1001,4,12
2015_7_11506_1001,4,17
2015_7_11508_1001,2,16
2015_7_11509_1001,3,18
2015_7_1151_1001,4,17
2015_7_11510_1001,0,5
2015_7_11511_1001,1,19
2015_7_11512_1001,3,18
2015_7_11513_1001,3,18
2015_7_11514_1001,2,15
2015_7_11515_1001,4,17
2015_7_11518_1001,2,15
2015_7_11519_1001,2,15
2015_7_11520_1001,3,18
2015_7_11521_1001,3,18
2015_7_11524_1001,1,19
2015_7_11527_1001,4,17
2015_7_11532_1001,4,9
2015_7_11533_1001,3,18
2015_7_11534_1001,3,18
2015_7_11535_1001,2,15
2015_7_11537_1001,1,19
2015_7_11538_1001,2,16
2015_7_11539_1001,3,18
2015_7_1154_1001,2,15
2015_7_11540_1001,2,15
2015_7_11543_1001,4,17
2015_7_11547_1001,4,13
2015_7_11548_1001,1,19
2015_7_1155_1001,4,17
2015_7_11551_1001,2,16
2015_7_11552_1001,4,17
2015_7_11556_1001,2,16
2015_7_11557_1001,4,17
2015_7_11559_1001,4,17
2015_7_11560_1001,3,18
2015_7_11561_1001,1,19
2015_7_11562_1001,2,16
2015_7_11564_1001,3,4
2015_7_11565_1001,2,15
2015_7_11566_1001,0,14
2015_7_1157_1001,3,18
2015_7_11570_1001,2,16
2015_7_11572_1001,3,18
2015_7_11573_1001,4,9
2015_7_11574_1001,4,17
2015_7_11575_1001,3,18
2015_7_11576_1001,3,6
2015_7_11578_1001,1,19
2015_7_11579_1001,4,17
2015_7_1158_1001,4,9
2015_7_11580_1001,1,19
2015_7_11583_1001,3,11
2015_7_11584_1001,4,17
2015_7_11585_1001,2,1
2015_7_11586_1001,4,17
2015_7_11588_1001,1,19
2015_7_11589_1001,4,17
2015_7_1159_1001,3,6
2015_7_11591_1001,3,18
2015_7_11592_1001,3,18
2015_7_11593_1001,3,18
2015_7_11594_1001,1,19
2015_7_11595_1001,2,16
2015_7_11596_1001,2,15
2015_7_11597_1001,0,10
2015_7_116_1001,1,19
2015_7_1160_1001,2,16
2015_7_11600_1001,2,16
2015_7_11601_1001,2,16
2015_7_11602_1001,3,18
2015_7_11606_1001,4,17
2015_7_11608_1001,4,17
2015_7_1161_1001,4,13
2015_7_11610_1001,1,19
2015_7_11613_1001,1,19
2015_7_11615_1001,1,19
2015_7_11618_1001,3,18
2015_7_11619_1001,3,18
2015_7_1162_1001,2,15
2015_7_11620_1001,0,10
2015_7_11622_1001,3,18
2015_7_11623_1001,0,14
2015_7_11625_1001,4,9
2015_7_11626_1001,4,12
2015_7_11627_1001,2,16
2015_7_11628_1001,1,19
2015_7_1163_1001,1,19
2015_7_11630_1001,4,17
2015_7_11631_1001,4,17
2015_7_11633_1001,2,16
2015_7_11634_1001,1,19
2015_7_11635_1001,1,19
2015_7_11638_1001,4,17
2015_7_11641_1001,4,17
2015_7_11644_1001,0,10
2015_7_11645_1001,2,16
2015_7_11646_1001,4,13
2015_7_11648_1001,4,17
2015_7_11650_1001,0,10
2015_7_11651_1001,4,17
2015_7_11653_1001,2,16
2015_7_11654_1001,2,16
2015_7_11655_1001,0,10
2015_7_11657_1001,2,2
2015_7_11659_1001,0,14
2015_7_1166_1001,4,17
2015_7_11661_1001,3,18
2015_7_11662_1001,0,10
2015_7_11663_1001,2,15
2015_7_11665_1001,0,14
2015_7_11666_1001,2,16
2015_7_11667_1001,2,15
2015_7_11670_1001,4,17
2015_7_11673_1001,4,17
2015_7_11677_1001,1,19
2015_7_11678_1001,3,18
2015_7_11680_1001,3,18
2015_7_11681_1001,4,17
2015_7_11685_1001,4,17
2015_7_11687_1001,3,18
2015_7_11688_1001,3,4
2015_7_11689_1001,4,13
2015_7_1169_1001,1,19
2015_7_11690_1001,0,10
2015_7_11692_1001,4,3
2015_7_11694_1001,2,15
2015_7_11695_1001,4,12
2015_7_11698_1001,3,18
2015_7_11699_1001,2,16
2015_7_11700_1001,2,16
2015_7_11704_1001,2,15
2015_7_11706_1001,3,11
2015_7_11708_1001,4,17
2015_7_1171_1001,2,16
2015_7_11713_1001,3,18
2015_7_11716_1001,2,15
2015_7_11717_1001,2,16
2015_7_11718_1001,3,18
2015_7_11719_1001,3,18
2015_7_1172_1001,2,15
2015_7_11720_1001,3,18
2015_7_11722_1001,4,13
2015_7_11724_1001,4,17
2015_7_11726_1001,1,19
2015_7_11729_1001,2,16
2015_7_1173_1001,2,16
2015_7_11730_1001,2,15
2015_7_11734_1001,4,17
2015_7_11737_1001,4,17
2015_7_11739_1001,2,16
2015_7_1174_1001,4,13
2015_7_11740_1001,4,17
2015_7_11745_1001,3,18
2015_7_11749_1001,2,15
2015_7_1175_1001,1,19
2015_7_11751_1001,3,18
2015_7_11752_1001,4,13
2015_7_11754_1001,1,19
2015_7_11755_1001,3,11
2015_7_11757_1001,0,14
2015_7_11758_1001,4,17
2015_7_1176_1001,1,19
2015_7_11760_1001,2,15
2015_7_11761_1001,2,16
2015_7_11763_1001,2,16
2015_7_11765_1001,2,16
2015_7_11767_1001,4,17
2015_7_11769_1001,4,17
2015_7_1177_1001,4,17
2015_7_11771_1001,3,18
2015_7_11772_1001,2,15
2015_7_11774_1001,2,15
2015_7_11775_1001,3,18
2015_7_11776_1001,4,17
2015_7_11778_1001,1,19
2015_7_11779_1001,0,14
2015_7_11781_1001,2,7
2015_7_11782_1001,3,18
2015_7_11783_1001,3,4
2015_7_11785_1001,1,19
2015_7_11786_1001,4,17
2015_7_11787_1001,1,19
2015_7_11788_1001,1,19
2015_7_11789_1001,2,15
2015_7_1179_1001,4,17
2015_7_11790_1001,3,18
2015_7_11792_1001,1,19
2015_7_11793_1001,0,14
2015_7_11794_1001,3,18
2015_7_11795_1001,1,19
2015_7_11797_1001,2,16
2015_7_11798_1001,2,16
2015_7_11799_1001,2,16
2015_7_118_1001,3,18
2015_7_1180_1001,2,16
2015_7_11802_1001,0,14
2015_7_11804_1001,1,19
2015_7_11806_1001,4,17
2015_7_1181_1001,2,16
2015_7_11810_1001,1,8
2015_7_11811_1001,3,18
2015_7_11816_1001,1,19
2015_7_11818_1001,4,17
2015_7_11820_1001,3,18
2015_7_11823_1001,3,18
2015_7_11826_1001,3,11
2015_7_11829_1001,1,19
2015_7_1183_1001,4,17
2015_7_11830_1001,2,15
2015_7_11834_1001,4,17
2015_7_11836_1001,2,7
2015_7_11838_1001,1,19
2015_7_1184_1001,4,17
2015_7_11841_1001,3,18
2015_7_11842_1001,1,19
2015_7_11844_1001,2,7
2015_7_11845_1001,4,9
2015_7_11850_1001,4,17
2015_7_11852_1001,2,16
2015_7_11854_1001,2,16
2015_7_11855_1001,4,17
2015_7_1186_1001,4,17
2015_7_11860_1001,2,2
2015_7_11861_1001,1,19
2015_7_11862_1001,2,2
2015_7_11865_1001,2,16
2015_7_11866_1001,4,17
2015_7_11869_1001,3,18
2015_7_1187_1001,1,19
2015_7_11871_1001,4,17
2015_7_11872_1001,3,11
2015_7_11875_1001,4,17
2015_7_11878_1001,4,17
2015_7_11880_1001,1,19
2015_7_11885_1001,2,0
2015_7_11886_1001,3,18
2015_7_11887_1001,3,18
2015_7_11889_1001,4,17
2015_7_1189_1001,1,8
2015_7_11892_1001,0,14
2015_7_11895_1001,4,17
2015_7_11897_1001,0,14
2015_7_11898_1001,4,17
2015_7_119_1001,3,18
2015_7_1190_1001,2,7
2015_7_11901_1001,4,13
2015_7_11907_1001,2,16
2015_7_11908_1001,1,19
2015_7_11912_1001,2,15
2015_7_11913_1001,2,16
2015_7_11916_1001,3,18
2015_7_11917_1001,2,15
2015_7_11918_1001,4,13
2015_7_11919_1001,2,16
2015_7_1192_1001,2,16
2015_7_11920_1001,2,15
2015_7_11921_1001,3,18
2015_7_11925_1001,1,19
2015_7_11926_1001,4,17
2015_7_1193_1001,4,12
2015_7_11930_1001,4,17
2015_7_11932_1001,3,18
2015_7_11934_1001,1,19
2015_7_11937_1001,1,19
2015_7_11938_1001,4,17
2015_7_11939_1001,3,18
2015_7_11940_1001,4,3
2015_7_11941_1001,2,15
2015_7_11942_1001,4,9
2015_7_11943_1001,4,13
2015_7_11945_1001,3,11
2015_7_11947_1001,4,17
2015_7_11948_1001,3,6
2015_7_11949_1001,4,17
2015_7_1195_1001,3,18
2015_7_11951_1001,4,17
2015_7_11955_1001,3,18
2015_7_11956_1001,2,15
2015_7_11958_1001,2,16
2015_7_11959_1001,2,16
2015_7_1196_1001,0,10
2015_7_11963_1001,3,18
2015_7_11964_1001,2,16
2015_7_11967_1001,3,4
2015_7_11968_1001,3,18
2015_7_11969_1001,1,19
2015_7_11972_1001,2,16
2015_7_11975_1001,2,16
2015_7_11976_1001,4,12
2015_7_11977_1001,2,7
2015_7_1198_1001,2,16
2015_7_11981_1001,3,5
2015_7_11983_1001,3,4
2015_7_11986_1001,2,16
2015_7_11987_1001,2,16
2015_7_11988_1001,2,16
2015_7_1199_1001,3,18
2015_7_11990_1001,2,16
2015_7_11998_1001,4,17
2015_7_11999_1001,4,17
2015_7_12_1001,4,13
2015_7_120_1001,2,16
2015_7_1200_1001,2,15
2015_7_12001_1001,1,19
2015_7_12004_1001,4,17
2015_7_12006_1001,2,2
2015_7_12007_1001,1,19
2015_7_12008_1001,3,18
2015_7_12009_1001,4,13
2015_7_1201_1001,4,17
2015_7_12010_1001,2,16
2015_7_12011_1001,3,18
2015_7_12012_1001,4,17
2015_7_12015_1001,2,15
2015_7_12017_1001,2,16
2015_7_12021_1001,2,16
2015_7_12022_1001,1,19
2015_7_12024_1001,1,19
2015_7_12026_1001,3,18
2015_7_12027_1001,3,18
2015_7_12028_1001,2,16
2015_7_12029_1001,1,19
2015_7_1203_1001,2,16
2015_7_12031_1001,2,7
2015_7_12032_1001,1,19
2015_7_12033_1001,3,18
2015_7_12035_1001,2,16
2015_7_12037_1001,4,12
2015_7_12039_1001,2,15
2015_7_1204_1001,0,14
2015_7_12041_1001,4,17
2015_7_12043_1001,0,14
2015_7_12044_1001,2,16
2015_7_12048_1001,2,16
2015_7_1205_1001,4,17
2015_7_1206_1001,3,18
2015_7_1207_1001,3,18
2015_7_1208_1001,3,18
2015_7_1209_1001,4,17
2015_7_121_1001,3,11
2015_7_1211_1001,2,16
2015_7_1212_1001,3,18
2015_7_1213_1001,3,18
2015_7_1214_1001,4,13
2015_7_1215_1001,4,17
2015_7_1216_1001,2,16
2015_7_1217_1001,2,16
2015_7_1219_1001,4,9
2015_7_1220_1001,1,19
2015_7_1222_1001,4,17
2015_7_1223_1001,2,16
2015_7_1224_1001,0,14
2015_7_1225_1001,4,17
2015_7_1227_1001,0,10
2015_7_1228_1001,2,16
2015_7_1229_1001,1,8
2015_7_123_1001,1,19
2015_7_1231_1001,1,19
2015_7_1235_1001,3,18
2015_7_1236_1001,3,6
2015_7_1239_1001,2,16
2015_7_1241_1001,3,18
2015_7_1242_1001,2,15
2015_7_1243_1001,3,11
2015_7_1245_1001,2,15
2015_7_1247_1001,4,17
2015_7_1249_1001,1,19
2015_7_125_1001,1,19
2015_7_1250_1001,0,14
2015_7_1251_1001,2,16
2015_7_1252_1001,3,18
2015_7_1254_1001,4,17
2015_7_1255_1001,4,17
2015_7_1257_1001,2,15
2015_7_1258_1001,2,16
2015_7_1259_1001,1,19
2015_7_1262_1001,3,5
2015_7_1265_1001,4,17
2015_7_1267_1001,3,18
2015_7_1269_1001,4,17
2015_7_127_1001,1,19
2015_7_1272_1001,1,19
2015_7_1274_1001,1,19
2015_7_1275_1001,4,17
2015_7_1278_1001,3,18
2015_7_128_1001,3,18
2015_7_1281_1001,4,17
2015_7_1283_1001,4,12
2015_7_1284_1001,4,17
2015_7_1286_1001,1,19
2015_7_1289_1001,1,19
2015_7_129_1001,1,19
2015_7_1292_1001,1,19
2015_7_1293_1001,4,17
2015_7_1295_1001,2,16
2015_7_1296_1001,0,14
2015_7_1297_1001,1,19
2015_7_1298_1001,3,18
2015_7_13_1001,1,19
2015_7_130_1001,4,13
2015_7_1300_1001,1,19
2015_7_1301_1001,4,17
2015_7_1304_1001,2,16
2015_7_1305_1001,4,17
2015_7_1306_1001,4,17
2015_7_1307_1001,4,17
2015_7_1308_1001,3,18
2015_7_1309_1001,4,9
2015_7_1310_1001,1,19
2015_7_1312_1001,4,17
2015_7_1314_1001,1,19
2015_7_1317_1001,1,8
2015_7_1319_1001,2,7
2015_7_1320_1001,4,17
2015_7_1322_1001,2,16
2015_7_1324_1001,3,18
2015_7_1325_1001,1,19
2015_7_1328_1001,3,18
2015_7_1330_1001,4,12
2015_7_1332_1001,4,17
2015_7_1334_1001,0,14
2015_7_1335_1001,4,17
2015_7_1339_1001,4,9
2015_7_134_1001,4,13
2015_7_1341_1001,4,17
2015_7_1342_1001,3,11
2015_7_1346_1001,4,17
2015_7_1347_1001,4,17
2015_7_1349_1001,3,18
2015_7_1350_1001,4,17
2015_7_1351_1001,1,19
2015_7_1353_1001,4,12
2015_7_1355_1001,0,14
2015_7_1356_1001,2,16
2015_7_1358_1001,4,17
2015_7_1359_1001,1,19
2015_7_136_1001,2,16
2015_7_1360_1001,4,9
2015_7_1362_1001,1,19
2015_7_1363_1001,4,17
2015_7_1366_1001,3,18
2015_7_1369_1001,3,4
2015_7_137_1001,4,17
2015_7_1372_1001,1,19
2015_7_1374_1001,4,12
2015_7_1376_1001,1,19
2015_7_1378_1001,1,19
2015_7_1380_1001,4,17
2015_7_1382_1001,3,18
2015_7_1384_1001,2,15
2015_7_1385_1001,2,16
2015_7_1386_1001,2,15
2015_7_1387_1001,3,18
2015_7_139_1001,0,10
2015_7_1390_1001,1,19
2015_7_1392_1001,3,18
2015_7_1395_1001,2,16
2015_7_1396_1001,1,8
2015_7_1397_1001,4,13
2015_7_1398_1001,2,16
2015_7_1399_1001,2,15
2015_7_140_1001,4,9
2015_7_1401_1001,4,17
2015_7_1403_1001,3,18
2015_7_1405_1001,4,17
2015_7_1408_1001,2,7
2015_7_141_1001,4,3
2015_7_1410_1001,3,4
2015_7_1411_1001,4,17
2015_7_1412_1001,2,7
2015_7_1414_1001,4,12
2015_7_1415_1001,3,6
2015_7_1416_1001,4,17
2015_7_1418_1001,3,18
2015_7_1419_1001,4,17
2015_7_142_1001,2,15
2015_7_1421_1001,3,18
2015_7_1423_1001,3,18
2015_7_1424_1001,4,17
2015_7_1426_1001,3,11
2015_7_1427_1001,2,15
2015_7_1428_1001,4,17
2015_7_1430_1001,1,19
2015_7_1432_1001,4,17
2015_7_1434_1001,2,16
2015_7_1435_1001,2,16
2015_7_1436_1001,4,17
2015_7_1438_1001,3,18
2015_7_144_1001,2,15
2015_7_1441_1001,2,15
2015_7_1443_1001,3,18
2015_7_1445_1001,4,13
2015_7_1446_1001,2,16
2015_7_1447_1001,2,16
2015_7_1449_1001,3,18
2015_7_145_1001,1,19
2015_7_1450_1001,3,18
2015_7_1451_1001,4,17
2015_7_1453_1001,2,16
2015_7_1454_1001,4,17
2015_7_1455_1001,3,18
2015_7_1457_1001,4,17
2015_7_1459_1001,1,19
2015_7_146_1001,3,18
2015_7_1460_1001,2,15
2015_7_1461_1001,3,11
2015_7_1462_1001,1,19
2015_7_1463_1001,4,17
2015_7_1464_1001,1,19
2015_7_1467_1001,3,18
2015_7_1468_1001,3,5
2015_7_1469_1001,4,17
2015_7_1471_1001,4,12
2015_7_1472_1001,3,18
2015_7_1473_1001,4,17
2015_7_1475_1001,1,19
2015_7_1478_1001,2,15
2015_7_148_1001,1,19
2015_7_1480_1001,4,12
2015_7_1481_1001,0,10
2015_7_1483_1001,3,18
2015_7_1484_1001,3,4
2015_7_1485_1001,1,19
2015_7_1486_1001,0,10
2015_7_1487_1001,1,19
2015_7_1488_1001,1,19
2015_7_1491_1001,0,14
2015_7_1492_1001,2,16
2015_7_1493_1001,2,15
2015_7_1494_1001,3,18
2015_7_1495_1001,4,17
2015_7_1498_1001,3,18
2015_7_1499_1001,3,18
2015_7_15_1001,1,19
2015_7_150_1001,1,19
2015_7_1500_1001,4,17
2015_7_1501_1001,3,18
2015_7_1504_1001,3,18
2015_7_1505_1001,4,12
2015_7_1506_1001,3,18
2015_7_1507_1001,2,15
2015_7_1508_1001,0,14
2015_7_1509_1001,4,17
2015_7_1511_1001,4,17
2015_7_1512_1001,1,19
2015_7_1513_1001,1,19
2015_7_1515_1001,4,17
2015_7_1517_1001,1,19
2015_7_1519_1001,3,18
2015_7_152_1001,4,17
2015_7_1520_1001,3,18
2015_7_1521_1001,0,14
2015_7_1522_1001,4,13
2015_7_1524_1001,2,15
2015_7_1525_1001,4,12
2015_7_1526_1001,2,7
2015_7_1527_1001,2,16
2015_7_1528_1001,3,11
2015_7_1529_1001,4,17
2015_7_1531_1001,4,17
2015_7_1533_1001,1,19
2015_7_1536_1001,4,17
2015_7_1537_1001,4,17
2015_7_1539_1001,0,14
2015_7_154_1001,3,11
2015_7_1541_1001,2,16
2015_7_1542_1001,3,18
2015_7_1543_1001,0,14
2015_7_1544_1001,3,18
2015_7_1545_1001,3,5
2015_7_1546_1001,4,17
2015_7_1547_1001,4,17
2015_7_1549_1001,3,18
2015_7_155_1001,2,15
2015_7_1550_1001,3,18
2015_7_1551_1001,3,11
2015_7_1552_1001,3,18
2015_7_1553_1001,1,19
2015_7_1554_1001,1,19
2015_7_1555_1001,3,18
2015_7_1556_1001,2,16
2015_7_1557_1001,4,17
2015_7_1559_1001,1,19
2015_7_1561_1001,3,11
2015_7_1562_1001,0,14
2015_7_1563_1001,3,18
2015_7_1564_1001,1,19
2015_7_1566_1001,0,10
2015_7_1567_1001,2,16
2015_7_1568_1001,3,18
2015_7_1569_1001,2,15
2015_7_1570_1001,4,17
2015_7_1572_1001,3,18
2015_7_1573_1001,1,19
2015_7_1574_1001,1,19
2015_7_1576_1001,1,19
2015_7_1578_1001,4,17
2015_7_158_1001,3,5
2015_7_1580_1001,0,14
2015_7_1581_1001,4,17
2015_7_1584_1001,4,17
2015_7_1585_1001,4,17
2015_7_1587_1001,2,16
2015_7_1588_1001,2,16
2015_7_1589_1001,2,15
2015_7_159_1001,4,17
2015_7_1590_1001,2,15
2015_7_1592_1001,1,19
2015_7_1594_1001,3,18
2015_7_1595_1001,4,17
2015_7_1596_1001,4,17
2015_7_1600_1001,4,12
2015_7_1601_1001,4,17
2015_7_1602_1001,0,14
2015_7_1603_1001,4,12
2015_7_1604_1001,2,7
2015_7_1608_1001,1,19
2015_7_161_1001,3,18
2015_7_1611_1001,2,16
2015_7_1612_1001,1,19
2015_7_1614_1001,1,19
2015_7_1617_1001,2,16
2015_7_1618_1001,3,18
2015_7_1619_1001,4,17
2015_7_162_1001,4,9
2015_7_1621_1001,1,19
2015_7_1623_1001,2,16
2015_7_1624_1001,4,9
2015_7_1625_1001,3,18
2015_7_1626_1001,0,10
2015_7_1627_1001,1,19
2015_7_1631_1001,0,10
2015_7_1632_1001,1,19
2015_7_1634_1001,1,19
2015_7_1636_1001,4,17
2015_7_1638_1001,4,17
2015_7_1640_1001,2,7
2015_7_1641_1001,1,19
2015_7_1642_1001,2,16
2015_7_1643_1001,2,7
2015_7_1646_1001,3,18
2015_7_1647_1001,3,18
2015_7_1648_1001,4,17
2015_7_1649_1001,3,18
2015_7_165_1001,3,18
2015_7_1650_1001,2,16
2015_7_1651_1001,3,18
2015_7_1652_1001,1,19
2015_7_1654_1001,3,18
2015_7_1656_1001,4,17
2015_7_1658_1001,1,19
2015_7_1659_1001,3,18
2015_7_166_1001,1,19
2015_7_1660_1001,3,18
2015_7_1661_1001,0,14
2015_7_1663_1001,4,9
2015_7_1665_1001,0,14
2015_7_1668_1001,3,6
2015_7_1669_1001,3,18
2015_7_167_1001,3,18
2015_7_1671_1001,1,19
2015_7_1672_1001,1,19
2015_7_1673_1001,4,3
2015_7_1676_1001,4,17
2015_7_1677_1001,1,19
2015_7_1679_1001,1,19
2015_7_1682_1001,4,12
2015_7_1683_1001,3,18
2015_7_1684_1001,1,19
2015_7_1686_1001,2,16
2015_7_1689_1001,4,17
2015_7_169_1001,4,13
2015_7_1691_1001,3,18
2015_7_1692_1001,4,12
2015_7_1694_1001,4,17
2015_7_1695_1001,1,19
2015_7_1697_1001,3,18
2015_7_1698_1001,0,10
2015_7_1699_1001,4,17
2015_7_170_1001,3,6
2015_7_1702_1001,1,19
2015_7_1704_1001,1,19
2015_7_1705_1001,2,16
2015_7_1706_1001,4,12
2015_7_1707_1001,2,16
2015_7_1708_1001,4,17
2015_7_1709_1001,0,10
2015_7_1710_1001,4,17
2015_7_1713_1001,1,19
2015_7_1716_1001,3,18
2015_7_1717_1001,1,19
2015_7_1719_1001,4,17
2015_7_172_1001,2,16
2015_7_1720_1001,2,16
2015_7_1721_1001,2,15
2015_7_1722_1001,4,17
2015_7_1723_1001,2,15
2015_7_1724_1001,4,12
2015_7_1725_1001,1,19
2015_7_1727_1001,4,17
2015_7_1729_1001,2,7
2015_7_173_1001,3,18
2015_7_1730_1001,4,17
2015_7_1732_1001,1,19
2015_7_1734_1001,3,18
2015_7_1735_1001,2,15
2015_7_1736_1001,1,19
2015_7_1737_1001,4,9
2015_7_1738_1001,3,18
2015_7_1739_1001,1,19
2015_7_174_1001,4,13
2015_7_1743_1001,4,12
2015_7_1744_1001,1,19
2015_7_1746_1001,4,17
2015_7_1747_1001,3,11
2015_7_175_1001,4,17
2015_7_1750_1001,4,17
2015_7_1751_1001,4,17
2015_7_1752_1001,4,17
2015_7_1755_1001,3,11
2015_7_1756_1001,2,16
2015_7_1758_1001,0,14
2015_7_1759_1001,0,14
2015_7_1761_1001,2,15
2015_7_1762_1001,1,19
2015_7_1763_1001,1,19
2015_7_1764_1001,1,19
2015_7_1765_1001,4,17
2015_7_1768_1001,4,13
2015_7_1769_1001,1,8
2015_7_1770_1001,3,18
2015_7_1771_1001,2,15
2015_7_1773_1001,3,18
2015_7_1774_1001,0,14
2015_7_1775_1001,4,9
2015_7_1776_1001,1,8
2015_7_1778_1001,2,16
2015_7_178_1001,4,13
2015_7_1780_1001,4,13
2015_7_1781_1001,1,19
2015_7_1783_1001,2,16
2015_7_1785_1001,1,19
2015_7_1789_1001,2,15
2015_7_179_1001,3,18
2015_7_1791_1001,1,19
2015_7_1793_1001,1,19
2015_7_1796_1001,1,19
2015_7_1798_1001,0,14
2015_7_1800_1001,0,14
2015_7_1801_1001,4,17
2015_7_1803_1001,1,19
2015_7_1805_1001,4,12
2015_7_1806_1001,0,14
2015_7_1807_1001,4,12
2015_7_181_1001,3,18
2015_7_1811_1001,0,14
2015_7_1812_1001,4,13
2015_7_1813_1001,3,18
2015_7_1814_1001,1,19
2015_7_1819_1001,3,18
2015_7_182_1001,2,15
2015_7_1820_1001,3,18
2015_7_1821_1001,4,17
2015_7_1822_1001,4,17
2015_7_1824_1001,4,17
2015_7_1826_1001,3,4
2015_7_1827_1001,2,15
2015_7_1828_1001,2,16
2015_7_1829_1001,4,13
2015_7_1830_1001,1,19
2015_7_1832_1001,3,6
2015_7_1833_1001,1,8
2015_7_1834_1001,4,17
2015_7_1836_1001,1,19
2015_7_1837_1001,3,18
2015_7_1838_1001,4,12
2015_7_184_1001,2,16
2015_7_1840_1001,4,17
2015_7_1841_1001,3,18
2015_7_1842_1001,4,17
2015_7_1846_1001,4,17
2015_7_1847_1001,4,9
2015_7_1849_1001,3,18
2015_7_185_1001,4,17
2015_7_1850_1001,3,18
2015_7_1851_1001,4,17
2015_7_1852_1001,2,16
2015_7_1853_1001,2,16
2015_7_1854_1001,3,11
2015_7_1856_1001,0,10
2015_7_1857_1001,1,19
2015_7_1860_1001,3,18
2015_7_1862_1001,3,18
2015_7_1864_1001,3,18
2015_7_1865_1001,1,19
2015_7_1867_1001,1,19
2015_7_187_1001,3,18
2015_7_1871_1001,2,15
2015_7_1872_1001,2,15
2015_7_1873_1001,4,12
2015_7_1876_1001,2,7
2015_7_1878_1001,2,16
2015_7_188_1001,1,19
2015_7_1881_1001,3,18
2015_7_1884_1001,0,14
2015_7_1886_1001,3,18
2015_7_1888_1001,2,16
2015_7_1889_1001,4,17
2015_7_1891_1001,1,19
2015_7_1892_1001,3,18
2015_7_1894_1001,3,18
2015_7_1895_1001,3,18
2015_7_1896_1001,4,12
2015_7_1897_1001,1,19
2015_7_1899_1001,2,16
2015_7_19_1001,3,18
2015_7_1900_1001,1,19
2015_7_1903_1001,4,12
2015_7_1904_1001,3,18
2015_7_1905_1001,2,16
2015_7_1906_1001,3,18
2015_7_1908_1001,2,16
2015_7_1909_1001,4,17
2015_7_191_1001,1,19
2015_7_1910_1001,1,19
2015_7_1912_1001,4,17
2015_7_1913_1001,1,19
2015_7_1915_1001,2,15
2015_7_1916_1001,3,18
2015_7_1917_1001,3,18
